;AIR LIQUIDE;AIRBUS;ALSTOM;AXA;BNP PARIBAS;BOUYGUES;CAPGEMINI;CARREFOUR;CREDIT AGRICOLE SA;DANONE;DASSAULT SYSTEMES;ENGIE;ESSILORLUXOTTICA;EUROFINS SCIENTIFIC;HERMES INTL;KERING;L'OREAL;LEGRAND;LVMH;MICHELIN;ORANGE;PERNOD RICARD;PUBLICIS GROUPE;RENAULT;SAFRAN;ARCELORMITTAL;UNIBAIL-RODAMCO-WESTFIELD;SAINT-GOBAIN;SANOFI;SCHNEIDER ELECTRIC;SOCIETE GENERALE;STELLANTIS;STMICROELECTRONICS;TELEPERFORMANCE;THALES;TOTALENERGIES;VEOLIA;VINCI;VIVENDI;WORLDLINE
12:36:27;133.640;113.540;22.370;26.445;50.640;29.840;163.050;16.300;9.678;49.170;33.865;13.504;164.500;67.180;1 358.500;509.900;326.200;73.520;656.900;26.215;9.787;180.650;59.800;31.010;113.500;24.080;48.675;42.150;85.790;132.460;23.865;13.642;32.850;257.900;124.500;57.600;23.710;94.150;8.510;44.400
12:36:38;133.640;113.540;22.370;26.445;50.640;29.840;163.050;16.300;9.678;49.170;33.865;13.504;164.500;67.180;1 358.500;509.900;326.200;73.520;656.900;26.215;9.787;180.650;59.800;31.010;113.500;24.080;48.675;42.150;85.790;132.460;23.865;13.642;32.850;257.900;124.500;57.600;23.710;94.150;8.510;44.400
12:36:48;133.640;113.540;22.370;26.445;50.640;29.840;163.050;16.300;9.678;49.170;33.860;13.504;164.500;67.180;1 358.500;510.000;326.200;73.540;656.700;26.215;9.788;180.650;59.800;31.010;113.500;24.075;48.675;42.150;85.790;132.480;23.865;13.642;32.850;257.900;124.500;57.600;23.710;94.170;8.510;44.400
12:36:59;133.640;113.500;22.370;26.445;50.640;29.840;163.050;16.300;9.678;49.165;33.860;13.504;164.500;67.200;1 359.000;510.000;326.200;73.540;656.700;26.210;9.788;180.650;59.800;31.010;113.480;24.075;48.675;42.150;85.790;132.460;23.865;13.642;32.850;257.900;124.500;57.600;23.710;94.170;8.510;44.400
12:37:09;133.640;113.500;22.370;26.445;50.640;29.840;163.050;16.300;9.678;49.165;33.875;13.504;164.500;67.200;1 359.000;510.000;326.200;73.520;656.700;26.220;9.788;180.650;59.800;31.010;113.480;24.075;48.680;42.150;85.800;132.460;23.865;13.646;32.850;257.900;124.500;57.600;23.710;94.170;8.510;44.400
12:37:20;133.600;113.500;22.370;26.450;50.640;29.840;163.050;16.300;9.679;49.160;33.875;13.504;164.500;67.200;1 359.000;510.000;326.100;73.520;656.900;26.220;9.788;180.600;59.800;31.010;113.480;24.075;48.680;42.150;85.800;132.460;23.865;13.646;32.850;257.900;124.500;57.600;23.710;94.160;8.510;44.400
12:37:30;133.580;113.460;22.370;26.450;50.630;29.840;163.000;16.300;9.678;49.160;33.875;13.504;164.500;67.200;1 359.000;510.000;326.100;73.480;656.800;26.215;9.788;180.600;59.800;31.010;113.460;24.075;48.680;42.150;85.800;132.460;23.865;13.646;32.840;257.900;124.500;57.600;23.710;94.160;8.510;44.400
12:37:41;133.580;113.480;22.370;26.450;50.630;29.840;163.000;16.300;9.678;49.160;33.875;13.504;164.500;67.200;1 359.000;510.100;326.150;73.520;657.100;26.215;9.788;180.600;59.800;31.020;113.460;24.075;48.680;42.150;85.800;132.460;23.870;13.646;32.840;257.900;124.500;57.600;23.690;94.160;8.510;44.400
12:37:51;133.580;113.480;22.360;26.440;50.630;29.840;162.950;16.300;9.680;49.160;33.860;13.500;164.500;67.200;1 359.500;510.400;326.150;73.520;657.000;26.215;9.786;180.600;59.800;31.010;113.460;24.075;48.680;42.160;85.780;132.460;23.870;13.646;32.840;257.800;124.450;57.600;23.690;94.170;8.510;44.400
12:38:02;133.580;113.460;22.360;26.440;50.630;29.840;162.950;16.300;9.679;49.170;33.875;13.500;164.550;67.200;1 359.500;510.500;326.350;73.520;657.600;26.225;9.786;180.600;59.800;30.995;113.440;24.075;48.680;42.155;85.790;132.460;23.865;13.642;32.840;257.900;124.400;57.570;23.690;94.180;8.510;44.400
12:38:12;133.580;113.460;22.360;26.440;50.630;29.840;162.950;16.300;9.679;49.170;33.875;13.500;164.650;67.200;1 360.000;510.600;326.350;73.520;657.700;26.225;9.786;180.600;59.800;31.005;113.440;24.075;48.680;42.155;85.790;132.460;23.865;13.640;32.840;257.900;124.400;57.550;23.690;94.180;8.510;44.400
12:38:23;133.280;113.480;22.340;26.420;50.740;29.800;162.750;16.275;9.704;49.225;33.765;13.492;164.450;66.960;1 349.000;508.100;324.250;73.420;653.900;26.330;9.797;180.150;59.780;31.000;113.260;24.135;48.760;42.145;85.860;132.240;23.860;13.662;32.830;257.400;124.350;57.620;23.670;94.160;8.498;44.460
12:38:33;133.560;113.460;22.350;26.440;50.630;29.840;163.000;16.320;9.683;49.170;33.875;13.500;164.650;67.200;1 360.500;510.500;326.350;73.520;657.700;26.230;9.788;180.600;59.800;31.010;113.440;24.080;48.680;42.155;85.780;132.460;23.870;13.640;32.855;257.900;124.400;57.560;23.700;94.180;8.510;44.400
12:38:44;133.540;113.440;22.350;26.440;50.640;29.840;163.050;16.320;9.683;49.170;33.875;13.502;164.650;67.180;1 360.500;510.300;326.400;73.500;657.800;26.230;9.786;180.700;59.820;31.015;113.400;24.080;48.680;42.155;85.780;132.460;23.870;13.638;32.860;258.000;124.400;57.560;23.700;94.170;8.512;44.400
12:38:54;133.540;113.440;22.350;26.440;50.650;29.840;163.050;16.320;9.687;49.165;33.890;13.502;164.650;67.180;1 360.500;510.600;326.550;73.500;658.000;26.230;9.786;180.750;59.820;31.015;113.400;24.085;48.680;42.155;85.760;132.460;23.870;13.634;32.860;258.000;124.400;57.550;23.700;94.170;8.512;44.400
12:39:05;133.540;113.440;22.350;26.440;50.650;29.840;163.050;16.320;9.688;49.165;33.895;13.502;164.650;67.180;1 360.500;510.800;326.500;73.500;658.000;26.230;9.786;180.750;59.820;31.015;113.400;24.080;48.680;42.155;85.760;132.460;23.870;13.634;32.880;257.900;124.400;57.540;23.700;94.170;8.512;44.400
12:39:16;133.580;113.460;22.350;26.440;50.630;29.840;163.000;16.325;9.681;49.170;33.875;13.500;164.650;67.200;1 360.000;510.500;326.400;73.520;657.600;26.230;9.788;180.600;59.800;31.010;113.440;24.075;48.680;42.155;85.790;132.460;23.865;13.640;32.845;257.900;124.400;57.560;23.690;94.180;8.510;44.400
12:39:26;133.540;113.440;22.350;26.440;50.650;29.840;163.050;16.315;9.687;49.160;33.950;13.498;164.650;67.200;1 361.000;510.800;326.500;73.480;658.200;26.220;9.785;180.750;59.800;31.015;113.400;24.080;48.680;42.155;85.750;132.460;23.870;13.634;32.880;258.000;124.400;57.550;23.700;94.160;8.512;44.400
12:39:37;133.540;113.440;22.350;26.440;50.650;29.830;163.200;16.315;9.687;49.160;33.970;13.498;164.650;67.200;1 361.000;510.800;326.500;73.480;658.200;26.220;9.784;180.750;59.800;31.015;113.400;24.080;48.680;42.145;85.750;132.460;23.870;13.636;32.880;258.000;124.400;57.530;23.700;94.150;8.512;44.410
12:39:47;133.520;113.440;22.350;26.440;50.650;29.830;163.200;16.310;9.687;49.160;33.960;13.498;164.650;67.200;1 361.000;510.800;326.500;73.480;658.400;26.225;9.783;180.750;59.800;31.020;113.400;24.080;48.680;42.145;85.740;132.460;23.870;13.636;32.885;258.000;124.400;57.510;23.700;94.150;8.512;44.420
12:39:58;133.520;113.440;22.360;26.440;50.660;29.830;163.200;16.310;9.687;49.170;33.970;13.498;164.650;67.200;1 361.000;510.900;326.450;73.480;658.400;26.225;9.784;180.800;59.800;31.020;113.400;24.105;48.735;42.145;85.740;132.440;23.870;13.636;32.885;258.000;124.400;57.520;23.700;94.180;8.512;44.420
12:40:08;133.520;113.440;22.360;26.440;50.660;29.830;163.150;16.310;9.688;49.170;33.955;13.498;164.600;67.200;1 361.000;510.900;326.450;73.480;658.300;26.225;9.786;180.800;59.800;31.020;113.400;24.105;48.735;42.140;85.740;132.440;23.870;13.638;32.885;257.900;124.350;57.520;23.700;94.170;8.512;44.420
12:40:19;133.540;113.440;22.370;26.440;50.660;29.830;163.150;16.315;9.688;49.175;33.960;13.496;164.600;67.200;1 361.000;511.000;326.600;73.480;658.600;26.230;9.787;180.800;59.800;31.020;113.440;24.110;48.735;42.145;85.770;132.440;23.870;13.642;32.895;257.900;124.400;57.520;23.700;94.160;8.512;44.420
12:40:29;133.580;113.480;22.370;26.450;50.680;29.830;163.200;16.315;9.690;49.195;33.960;13.496;164.700;67.220;1 361.000;511.000;326.600;73.480;658.600;26.230;9.787;180.800;59.820;31.020;113.480;24.110;48.725;42.150;85.770;132.480;23.875;13.642;32.895;258.000;124.400;57.550;23.700;94.160;8.512;44.420
12:40:40;133.620;113.480;22.390;26.450;50.680;29.830;163.200;16.315;9.689;49.190;33.960;13.494;164.700;67.220;1 361.000;511.100;326.700;73.480;658.600;26.235;9.787;180.900;59.820;31.005;113.480;24.110;48.725;42.150;85.770;132.500;23.875;13.644;32.900;258.000;124.400;57.540;23.700;94.160;8.512;44.440
12:40:50;133.620;113.480;22.390;26.445;50.660;29.830;163.200;16.315;9.689;49.190;33.975;13.494;164.700;67.220;1 361.000;511.100;326.650;73.500;658.600;26.235;9.787;180.900;59.820;31.005;113.480;24.110;48.725;42.150;85.770;132.520;23.875;13.644;32.900;258.000;124.400;57.540;23.690;94.160;8.512;44.450
12:41:01;133.620;113.480;22.390;26.445;50.660;29.830;163.300;16.315;9.689;49.190;33.975;13.494;164.700;67.220;1 361.000;510.900;326.650;73.500;658.500;26.235;9.787;180.900;59.820;31.005;113.480;24.110;48.725;42.150;85.760;132.520;23.875;13.644;32.900;258.000;124.400;57.540;23.690;94.180;8.512;44.450
12:41:11;133.600;113.480;22.390;26.440;50.660;29.830;163.250;16.310;9.688;49.190;33.970;13.494;164.750;67.220;1 361.000;511.200;326.500;73.500;658.500;26.230;9.786;180.900;59.820;30.995;113.480;24.110;48.740;42.150;85.790;132.480;23.880;13.644;32.900;258.000;124.400;57.520;23.700;94.160;8.512;44.460
12:41:21;133.600;113.460;22.390;26.440;50.650;29.830;163.200;16.310;9.688;49.190;33.955;13.496;164.750;67.220;1 361.000;511.300;326.500;73.500;658.700;26.230;9.785;180.900;59.820;30.995;113.480;24.110;48.740;42.140;85.820;132.480;23.875;13.644;32.930;258.100;124.350;57.530;23.700;94.150;8.512;44.460
12:41:32;133.620;113.460;22.390;26.440;50.650;29.830;163.200;16.310;9.688;49.185;33.955;13.500;164.800;67.220;1 361.000;511.000;326.450;73.480;658.500;26.250;9.785;180.900;59.820;31.000;113.480;24.110;48.740;42.140;85.830;132.520;23.880;13.644;32.940;258.000;124.350;57.530;23.710;94.150;8.512;44.460
12:41:43;133.620;113.500;22.390;26.440;50.660;29.830;163.200;16.310;9.689;49.195;33.955;13.504;164.800;67.220;1 361.000;511.000;326.450;73.480;658.500;26.250;9.787;180.900;59.840;31.015;113.500;24.115;48.740;42.140;85.830;132.520;23.880;13.648;32.925;258.000;124.350;57.530;23.710;94.150;8.512;44.470
12:41:53;133.620;113.500;22.360;26.440;50.660;29.830;163.200;16.310;9.688;49.195;33.945;13.498;164.800;67.220;1 361.500;511.300;326.450;73.480;658.600;26.250;9.787;180.900;59.840;31.015;113.500;24.115;48.740;42.140;85.830;132.480;23.880;13.648;32.925;258.000;124.350;57.530;23.710;94.150;8.512;44.470
12:42:03;133.620;113.500;22.360;26.445;50.660;29.830;163.200;16.310;9.687;49.195;33.945;13.498;164.750;67.200;1 361.000;511.300;326.250;73.460;658.400;26.250;9.789;180.900;59.840;31.015;113.500;24.115;48.740;42.140;85.830;132.440;23.880;13.648;32.925;258.000;124.350;57.540;23.700;94.150;8.516;44.450
12:42:14;133.620;113.500;22.360;26.445;50.660;29.830;163.200;16.310;9.687;49.195;33.945;13.498;164.750;67.200;1 361.500;511.300;326.200;73.460;658.500;26.250;9.787;180.850;59.840;31.015;113.500;24.120;48.740;42.140;85.820;132.440;23.880;13.650;32.925;258.000;124.350;57.540;23.700;94.160;8.516;44.450
12:42:24;133.580;113.480;22.360;26.440;50.660;29.830;163.200;16.310;9.686;49.195;33.945;13.494;164.750;67.200;1 361.500;511.400;326.300;73.460;659.000;26.245;9.786;180.850;59.840;31.020;113.500;24.120;48.740;42.140;85.810;132.440;23.880;13.646;32.935;258.000;124.350;57.530;23.700;94.160;8.516;44.450
12:42:35;133.560;113.480;22.350;26.445;50.640;29.830;163.300;16.305;9.685;49.185;33.945;13.490;164.700;67.200;1 361.500;511.300;326.300;73.460;658.800;26.245;9.787;180.850;59.840;31.020;113.500;24.120;48.740;42.140;85.810;132.440;23.880;13.646;32.935;258.000;124.350;57.530;23.700;94.160;8.516;44.450
12:42:45;133.540;113.460;22.350;26.440;50.640;29.830;163.300;16.300;9.685;49.175;33.960;13.490;164.700;67.200;1 361.500;511.300;326.200;73.460;658.900;26.235;9.787;180.800;59.840;31.010;113.480;24.110;48.740;42.140;85.810;132.420;23.875;13.640;32.925;258.000;124.350;57.520;23.700;94.120;8.514;44.420
12:42:56;133.560;113.460;22.350;26.440;50.640;29.830;163.300;16.300;9.684;49.175;33.960;13.492;164.700;67.200;1 361.500;511.200;326.200;73.480;658.900;26.235;9.787;180.800;59.840;31.010;113.480;24.120;48.740;42.145;85.810;132.420;23.875;13.638;32.925;258.000;124.350;57.530;23.700;94.130;8.514;44.420
12:43:06;133.560;113.460;22.350;26.445;50.640;29.830;163.300;16.300;9.685;49.175;33.970;13.494;164.550;67.200;1 361.000;511.600;326.200;73.480;659.000;26.235;9.787;180.800;59.840;31.010;113.480;24.125;48.730;42.145;85.820;132.420;23.875;13.638;32.925;258.000;124.350;57.530;23.700;94.130;8.514;44.420
12:43:17;133.580;113.460;22.350;26.450;50.660;29.830;163.350;16.300;9.685;49.180;33.975;13.494;164.600;67.220;1 361.500;511.700;326.150;73.480;659.300;26.235;9.787;180.800;59.840;31.010;113.480;24.125;48.730;42.145;85.850;132.440;23.875;13.630;32.925;258.200;124.350;57.530;23.710;94.130;8.514;44.420
12:43:27;133.560;113.460;22.340;26.445;50.640;29.830;163.250;16.295;9.683;49.165;33.965;13.494;164.600;67.200;1 361.500;511.600;326.150;73.480;659.300;26.220;9.787;180.800;59.840;31.005;113.480;24.125;48.730;42.130;85.850;132.400;23.870;13.630;32.925;258.200;124.450;57.510;23.700;94.120;8.514;44.420
12:43:38;133.540;113.460;22.340;26.445;50.640;29.830;163.250;16.285;9.683;49.170;33.965;13.494;164.600;67.200;1 361.500;511.600;326.150;73.480;659.300;26.220;9.787;180.800;59.840;31.010;113.480;24.120;48.730;42.130;85.850;132.400;23.870;13.632;32.930;258.200;124.450;57.510;23.700;94.110;8.514;44.420
12:43:48;133.540;113.440;22.340;26.445;50.640;29.830;163.250;16.280;9.683;49.170;33.985;13.496;164.600;67.200;1 361.500;511.500;326.200;73.440;659.200;26.220;9.788;180.800;59.840;31.010;113.440;24.120;48.730;42.125;85.870;132.380;23.870;13.630;32.930;258.100;124.450;57.510;23.700;94.110;8.514;44.420
12:43:59;133.560;113.380;22.350;26.445;50.640;29.830;163.250;16.280;9.683;49.170;33.985;13.496;164.600;67.200;1 361.500;510.800;326.200;73.440;658.900;26.220;9.788;180.800;59.840;31.010;113.420;24.115;48.710;42.125;85.870;132.360;23.870;13.630;32.930;258.100;124.450;57.520;23.700;94.120;8.514;44.420
12:44:09;133.560;113.340;22.350;26.445;50.640;29.830;163.250;16.280;9.688;49.170;33.985;13.494;164.600;67.200;1 361.500;510.800;326.050;73.440;659.000;26.220;9.789;180.800;59.840;31.000;113.400;24.115;48.710;42.120;85.870;132.360;23.870;13.630;32.930;258.100;124.450;57.520;23.700;94.110;8.514;44.420
12:44:20;133.560;113.340;22.330;26.445;50.660;29.830;163.250;16.280;9.688;49.170;33.980;13.492;164.600;67.200;1 361.000;510.800;326.100;73.440;658.700;26.215;9.788;180.800;59.840;30.990;113.400;24.115;48.710;42.120;85.870;132.340;23.870;13.628;32.930;258.000;124.450;57.530;23.700;94.110;8.514;44.420
12:44:30;133.560;113.340;22.330;26.445;50.660;29.830;163.250;16.280;9.688;49.170;33.990;13.492;164.550;67.200;1 361.000;510.700;326.100;73.400;658.800;26.215;9.790;180.750;59.840;30.990;113.400;24.115;48.710;42.120;85.870;132.340;23.870;13.628;32.930;258.000;124.450;57.530;23.700;94.110;8.514;44.420
12:44:41;133.560;113.260;22.330;26.445;50.660;29.830;163.200;16.270;9.688;49.170;34.000;13.494;164.550;67.200;1 361.000;510.700;326.150;73.400;658.800;26.215;9.789;180.750;59.840;30.990;113.380;24.110;48.710;42.120;85.880;132.340;23.870;13.628;32.925;258.000;124.450;57.530;23.700;94.100;8.514;44.420
12:44:51;133.560;113.160;22.330;26.445;50.660;29.820;163.200;16.270;9.688;49.170;34.000;13.494;164.550;67.200;1 361.000;510.700;326.150;73.400;658.800;26.215;9.788;180.750;59.840;30.990;113.320;24.110;48.710;42.100;85.870;132.340;23.870;13.628;32.925;258.000;124.450;57.520;23.690;94.100;8.514;44.420
12:45:02;133.520;113.200;22.330;26.445;50.660;29.820;163.200;16.270;9.688;49.170;34.045;13.494;164.550;67.220;1 361.000;510.600;326.150;73.400;658.900;26.215;9.788;180.750;59.840;30.990;113.340;24.105;48.710;42.100;85.830;132.340;23.870;13.626;32.930;258.000;124.450;57.530;23.690;94.100;8.512;44.420
12:45:12;133.520;113.220;22.330;26.445;50.660;29.820;163.200;16.270;9.688;49.160;34.060;13.496;164.550;67.220;1 361.000;510.700;326.150;73.400;658.900;26.200;9.788;180.750;59.840;30.985;113.360;24.110;48.730;42.115;85.830;132.340;23.870;13.626;32.930;258.000;124.450;57.530;23.690;94.100;8.512;44.420
12:45:23;133.520;113.220;22.330;26.445;50.660;29.820;163.200;16.275;9.687;49.155;34.065;13.494;164.550;67.240;1 361.000;510.800;326.150;73.400;659.000;26.200;9.786;180.750;59.840;30.985;113.400;24.105;48.730;42.120;85.830;132.340;23.875;13.628;32.930;258.000;124.450;57.530;23.690;94.110;8.512;44.420
12:45:33;133.520;113.220;22.330;26.445;50.660;29.820;163.250;16.275;9.687;49.155;34.045;13.494;164.550;67.260;1 361.000;510.700;326.150;73.400;658.900;26.200;9.786;180.700;59.840;30.985;113.400;24.105;48.740;42.120;85.840;132.360;23.875;13.628;32.955;258.000;124.450;57.530;23.690;94.110;8.512;44.420
12:45:44;133.520;113.220;22.330;26.440;50.660;29.820;163.250;16.275;9.687;49.155;34.035;13.494;164.550;67.260;1 361.000;510.700;326.150;73.400;658.800;26.200;9.786;180.700;59.840;30.990;113.400;24.100;48.740;42.130;85.840;132.360;23.875;13.634;32.955;258.100;124.450;57.520;23.690;94.120;8.512;44.420
12:45:54;133.520;113.240;22.330;26.440;50.660;29.820;163.250;16.275;9.687;49.155;34.045;13.494;164.550;67.260;1 361.000;510.700;326.150;73.400;658.900;26.200;9.786;180.700;59.840;30.990;113.400;24.100;48.740;42.130;85.830;132.360;23.875;13.634;32.955;258.100;124.450;57.520;23.690;94.110;8.512;44.420
12:46:05;133.520;113.240;22.330;26.440;50.650;29.820;163.250;16.285;9.687;49.155;34.055;13.494;164.550;67.260;1 360.000;510.500;326.100;73.400;658.600;26.195;9.788;180.700;59.840;30.990;113.380;24.095;48.740;42.130;85.840;132.340;23.875;13.632;32.955;258.100;124.450;57.520;23.690;94.110;8.512;44.420
12:46:15;133.520;113.240;22.330;26.440;50.650;29.820;163.250;16.290;9.687;49.160;34.055;13.494;164.550;67.280;1 360.500;510.500;326.050;73.400;658.800;26.195;9.788;180.700;59.840;30.990;113.380;24.095;48.740;42.130;85.830;132.340;23.875;13.632;32.955;258.400;124.450;57.520;23.690;94.110;8.512;44.430
12:46:26;133.520;113.200;22.340;26.440;50.650;29.820;163.250;16.290;9.686;49.160;34.070;13.490;164.550;67.280;1 360.500;510.500;326.050;73.400;658.800;26.195;9.787;180.700;59.840;30.990;113.380;24.095;48.740;42.130;85.830;132.340;23.875;13.632;32.950;258.800;124.450;57.520;23.700;94.110;8.512;44.420
12:46:36;133.520;113.220;22.340;26.440;50.650;29.820;163.250;16.290;9.686;49.160;34.070;13.490;164.600;67.300;1 361.000;510.500;326.050;73.400;658.900;26.195;9.787;180.700;59.840;30.990;113.380;24.095;48.740;42.130;85.830;132.340;23.875;13.632;32.950;258.700;124.450;57.520;23.700;94.110;8.512;44.420
12:46:47;133.520;113.220;22.340;26.440;50.650;29.820;163.250;16.290;9.686;49.155;33.990;13.490;164.600;67.300;1 361.000;510.500;326.050;73.400;658.900;26.195;9.790;180.700;59.840;30.990;113.360;24.095;48.740;42.130;85.840;132.340;23.875;13.628;32.955;258.600;124.400;57.520;23.700;94.110;8.512;44.410
12:46:57;133.560;113.220;22.340;26.440;50.660;29.820;163.250;16.290;9.686;49.155;33.985;13.492;164.600;67.300;1 361.000;510.400;326.050;73.400;659.000;26.195;9.790;180.700;59.840;31.000;113.360;24.095;48.740;42.130;85.830;132.340;23.875;13.630;32.955;258.600;124.400;57.530;23.700;94.110;8.512;44.410
12:47:08;133.580;113.220;22.340;26.445;50.660;29.820;163.250;16.290;9.686;49.155;33.985;13.492;164.650;67.300;1 361.000;510.700;326.050;73.420;659.000;26.195;9.790;180.700;59.840;31.000;113.360;24.095;48.745;42.130;85.830;132.380;23.875;13.630;32.955;258.600;124.400;57.540;23.700;94.140;8.512;44.410
12:47:18;133.620;113.340;22.360;26.445;50.670;29.830;163.350;16.290;9.686;49.160;33.995;13.496;164.700;67.320;1 361.500;510.800;326.150;73.460;659.400;26.200;9.790;180.750;59.840;31.000;113.480;24.095;48.745;42.145;85.840;132.480;23.885;13.634;32.970;258.600;124.450;57.560;23.710;94.180;8.512;44.390
12:47:28;133.600;113.320;22.360;26.440;50.670;29.830;163.300;16.290;9.684;49.160;33.995;13.496;164.700;67.320;1 361.500;510.800;326.150;73.460;659.200;26.200;9.788;180.750;59.840;31.000;113.480;24.095;48.720;42.155;85.840;132.480;23.885;13.634;32.970;258.600;124.500;57.560;23.710;94.180;8.512;44.390
12:47:39;133.600;113.320;22.360;26.440;50.660;29.830;163.300;16.290;9.684;49.155;33.995;13.496;164.700;67.320;1 361.500;510.800;326.150;73.480;659.100;26.200;9.791;180.750;59.840;31.000;113.480;24.100;48.720;42.155;85.840;132.480;23.885;13.632;32.970;258.500;124.500;57.560;23.710;94.180;8.512;44.390
12:47:49;133.600;113.320;22.360;26.440;50.670;29.830;163.250;16.295;9.684;49.155;33.960;13.496;164.700;67.320;1 361.500;510.800;326.050;73.480;659.000;26.200;9.791;180.750;59.840;31.000;113.480;24.120;48.720;42.155;85.840;132.480;23.885;13.634;32.975;258.500;124.500;57.560;23.710;94.170;8.512;44.390
12:48:00;133.580;113.320;22.360;26.440;50.670;29.830;163.250;16.295;9.684;49.155;33.960;13.498;164.700;67.320;1 361.000;510.800;326.050;73.480;659.000;26.200;9.791;180.750;59.840;31.000;113.480;24.125;48.720;42.155;85.840;132.480;23.885;13.632;32.970;258.400;124.500;57.560;23.710;94.170;8.512;44.390
12:48:10;133.580;113.300;22.360;26.440;50.670;29.830;163.250;16.295;9.684;49.140;33.925;13.498;164.700;67.260;1 361.000;510.700;326.050;73.500;658.900;26.200;9.791;180.750;59.840;31.000;113.480;24.135;48.720;42.155;85.840;132.460;23.885;13.630;32.960;258.400;124.500;57.550;23.710;94.170;8.512;44.390
12:48:21;133.540;113.440;22.350;26.440;50.650;29.840;163.050;16.315;9.687;49.160;33.925;13.502;164.650;67.180;1 361.000;510.700;326.500;73.480;658.100;26.220;9.786;180.750;59.820;31.015;113.400;24.080;48.680;42.155;85.750;132.460;23.870;13.634;32.880;258.000;124.400;57.540;23.700;94.160;8.512;44.400
12:48:32;133.580;113.320;22.360;26.440;50.670;29.830;163.250;16.295;9.689;49.140;33.920;13.498;164.700;67.260;1 361.000;510.800;326.050;73.500;659.000;26.195;9.792;180.750;59.840;31.000;113.480;24.130;48.720;42.155;85.840;132.460;23.895;13.630;32.960;258.400;124.500;57.550;23.710;94.170;8.512;44.390
12:48:42;133.580;113.320;22.360;26.440;50.670;29.830;163.250;16.295;9.689;49.140;33.920;13.498;164.700;67.260;1 361.000;510.800;326.050;73.500;659.000;26.200;9.790;180.750;59.840;31.000;113.480;24.140;48.720;42.155;85.840;132.460;23.895;13.630;32.960;258.400;124.500;57.550;23.710;94.170;8.512;44.390
12:48:52;133.580;113.320;22.360;26.440;50.660;29.830;163.250;16.295;9.685;49.140;33.935;13.498;164.700;67.240;1 362.000;511.300;325.950;73.500;659.400;26.195;9.790;180.750;59.840;31.000;113.480;24.125;48.720;42.155;85.840;132.460;23.885;13.630;32.970;258.400;124.500;57.550;23.710;94.190;8.512;44.390
12:49:03;133.600;113.320;22.360;26.435;50.660;29.830;163.250;16.295;9.683;49.140;33.935;13.498;164.700;67.240;1 362.000;511.300;325.950;73.500;659.400;26.195;9.790;180.750;59.840;31.000;113.480;24.125;48.720;42.155;85.850;132.460;23.885;13.630;32.970;258.600;124.500;57.550;23.710;94.190;8.514;44.390
12:49:13;133.600;113.300;22.350;26.435;50.660;29.830;163.250;16.295;9.685;49.125;33.940;13.494;164.650;67.260;1 362.000;511.200;325.950;73.500;659.400;26.195;9.790;180.750;59.840;31.000;113.460;24.125;48.720;42.155;85.840;132.460;23.885;13.630;32.970;258.800;124.500;57.550;23.710;94.190;8.514;44.390
12:49:24;133.580;113.280;22.350;26.435;50.640;29.830;163.250;16.295;9.685;49.125;33.940;13.490;164.650;67.260;1 362.000;511.100;325.800;73.560;659.200;26.195;9.787;180.750;59.840;31.000;113.460;24.125;48.715;42.155;85.830;132.440;23.885;13.628;32.960;258.700;124.500;57.520;23.710;94.160;8.514;44.380
12:49:34;133.580;113.280;22.350;26.435;50.640;29.830;163.250;16.295;9.685;49.125;33.940;13.490;164.650;67.260;1 362.000;511.000;325.800;73.580;659.300;26.185;9.789;180.750;59.840;30.995;113.460;24.125;48.715;42.155;85.810;132.440;23.885;13.628;32.960;258.700;124.500;57.530;23.710;94.170;8.514;44.380
12:49:45;133.580;113.280;22.350;26.435;50.640;29.830;163.250;16.295;9.683;49.125;33.935;13.490;164.650;67.260;1 361.500;511.000;325.750;73.580;659.300;26.185;9.790;180.750;59.840;30.995;113.460;24.125;48.715;42.160;85.790;132.440;23.885;13.628;32.960;258.700;124.500;57.520;23.710;94.170;8.514;44.380
12:49:55;133.620;113.280;22.350;26.440;50.660;29.840;163.250;16.295;9.685;49.125;33.935;13.494;164.650;67.260;1 361.000;511.000;325.700;73.580;659.100;26.185;9.791;180.750;59.840;30.995;113.460;24.120;48.715;42.160;85.800;132.440;23.885;13.630;32.955;258.700;124.450;57.520;23.710;94.180;8.514;44.380
12:50:06;133.640;113.280;22.350;26.440;50.660;29.840;163.250;16.295;9.685;49.125;33.935;13.492;164.650;67.260;1 361.500;510.800;325.750;73.580;659.100;26.185;9.791;180.750;59.840;30.995;113.460;24.120;48.715;42.160;85.790;132.420;23.900;13.630;32.960;258.700;124.450;57.520;23.710;94.170;8.514;44.380
12:50:16;133.640;113.280;22.350;26.440;50.660;29.830;163.250;16.295;9.685;49.125;33.935;13.490;164.650;67.260;1 361.000;510.700;325.750;73.580;659.000;26.185;9.793;180.650;59.840;30.995;113.460;24.120;48.715;42.150;85.790;132.420;23.890;13.628;32.950;258.800;124.450;57.520;23.710;94.170;8.514;44.370
12:50:27;133.600;113.280;22.350;26.440;50.660;29.830;163.100;16.295;9.684;49.120;33.935;13.494;164.650;67.260;1 361.000;510.800;325.750;73.580;659.200;26.195;9.792;180.650;59.840;31.000;113.460;24.110;48.715;42.155;85.780;132.380;23.890;13.632;32.950;258.800;124.450;57.520;23.710;94.160;8.514;44.370
