;AIR LIQUIDE;AIRBUS;ALSTOM;AXA;BNP PARIBAS;BOUYGUES;CAPGEMINI;CARREFOUR;CREDIT AGRICOLE SA;DANONE;DASSAULT SYSTEMES;ENGIE;ESSILORLUXOTTICA;EUROFINS SCIENTIFIC;HERMES INTL;KERING;L'OREAL;LEGRAND;LVMH;MICHELIN;ORANGE;PERNOD RICARD;PUBLICIS GROUPE;RENAULT;SAFRAN;ARCELORMITTAL;UNIBAIL-RODAMCO-WESTFIELD;SAINT-GOBAIN;SANOFI;SCHNEIDER ELECTRIC;SOCIETE GENERALE;STELLANTIS;STMICROELECTRONICS;TELEPERFORMANCE;THALES;TOTALENERGIES;VEOLIA;VINCI;VIVENDI;WORLDLINE
13:54:34;133.400;113.220;22.500;26.485;50.670;29.900;163.500;16.290;9.700;49.120;33.930;13.424;164.400;67.700;1 355.000;510.200;325.200;74.120;658.400;26.140;9.801;180.700;59.860;31.055;113.320;24.020;48.620;42.145;86.040;132.480;23.920;13.660;32.970;259.400;124.500;57.620;23.620;94.270;8.512;44.310
13:54:44;133.380;113.260;22.500;26.485;50.670;29.890;163.500;16.290;9.700;49.120;33.945;13.422;164.400;67.700;1 355.000;510.200;325.200;74.120;658.400;26.140;9.801;180.700;59.860;31.055;113.320;24.020;48.620;42.145;86.040;132.480;23.920;13.660;32.970;259.400;124.500;57.620;23.620;94.270;8.512;44.310
13:54:55;133.380;113.260;22.500;26.485;50.670;29.890;163.550;16.290;9.700;49.120;33.945;13.420;164.400;67.700;1 355.000;510.200;325.200;74.120;658.400;26.140;9.800;180.700;59.860;31.055;113.320;24.020;48.620;42.145;86.040;132.500;23.925;13.660;32.970;259.400;124.500;57.620;23.620;94.270;8.512;44.310
13:55:05;133.380;113.240;22.500;26.485;50.670;29.890;163.550;16.290;9.700;49.120;33.945;13.418;164.400;67.700;1 355.000;510.200;325.200;74.120;658.400;26.140;9.800;180.700;59.860;31.055;113.320;24.020;48.620;42.145;86.030;132.500;23.925;13.658;32.970;259.400;124.500;57.620;23.620;94.260;8.512;44.310
13:55:16;133.380;113.240;22.500;26.485;50.670;29.890;163.600;16.290;9.700;49.120;33.960;13.418;164.250;67.720;1 355.000;510.200;325.200;74.120;658.400;26.140;9.797;180.700;59.880;31.055;113.320;24.020;48.620;42.145;86.040;132.500;23.920;13.658;32.970;259.300;124.450;57.620;23.620;94.260;8.512;44.310
13:55:27;133.360;113.260;22.490;26.480;50.670;29.890;163.600;16.290;9.700;49.120;33.955;13.418;164.250;67.720;1 355.000;510.200;325.150;74.100;658.300;26.140;9.799;180.700;59.900;31.045;113.320;24.020;48.620;42.150;86.040;132.500;23.920;13.658;32.955;259.400;124.450;57.620;23.620;94.250;8.512;44.310
13:55:37;133.380;113.280;22.490;26.480;50.670;29.890;163.700;16.295;9.700;49.120;33.955;13.418;164.250;67.720;1 355.000;510.200;325.050;74.100;658.300;26.140;9.798;180.700;59.900;31.045;113.320;24.020;48.620;42.155;86.040;132.500;23.920;13.654;32.965;259.500;124.400;57.620;23.620;94.260;8.512;44.320
13:55:48;133.380;113.280;22.490;26.480;50.670;29.890;163.700;16.295;9.700;49.120;33.955;13.418;164.250;67.720;1 355.000;510.100;325.050;74.100;658.200;26.140;9.798;180.700;59.880;31.050;113.300;24.020;48.630;42.155;86.040;132.500;23.920;13.652;32.965;259.500;124.400;57.620;23.620;94.260;8.512;44.320
13:55:58;133.380;113.280;22.490;26.480;50.670;29.890;163.700;16.295;9.700;49.120;33.925;13.416;164.250;67.720;1 355.000;510.100;325.050;74.100;658.200;26.140;9.799;180.700;59.880;31.050;113.300;24.025;48.630;42.155;86.060;132.500;23.920;13.652;32.960;259.500;124.400;57.620;23.620;94.260;8.512;44.320
13:56:09;133.380;113.280;22.490;26.485;50.680;29.890;163.700;16.295;9.700;49.120;33.920;13.416;164.250;67.700;1 354.000;510.100;325.050;74.100;658.100;26.140;9.800;180.700;59.880;31.050;113.300;24.025;48.630;42.155;86.050;132.500;23.925;13.658;32.960;259.500;124.350;57.610;23.620;94.250;8.512;44.310
13:56:20;133.440;113.280;22.500;26.475;50.680;29.890;163.700;16.295;9.700;49.120;33.925;13.416;164.250;67.700;1 354.500;510.100;325.050;74.100;658.400;26.140;9.800;180.750;59.900;31.055;113.300;24.010;48.630;42.160;86.060;132.520;23.920;13.660;32.970;259.500;124.350;57.610;23.630;94.250;8.512;44.310
13:56:30;133.420;113.280;22.500;26.475;50.680;29.890;163.700;16.300;9.700;49.120;33.925;13.416;164.250;67.700;1 354.500;510.100;325.050;74.100;658.400;26.140;9.800;180.750;59.900;31.055;113.300;24.010;48.640;42.160;86.070;132.520;23.920;13.660;32.970;259.400;124.350;57.610;23.630;94.250;8.512;44.310
13:56:41;133.420;113.300;22.500;26.475;50.690;29.890;163.750;16.300;9.702;49.125;33.925;13.426;164.250;67.700;1 354.500;510.100;325.050;74.100;658.400;26.140;9.801;180.750;59.900;31.050;113.320;24.010;48.640;42.160;86.080;132.520;23.920;13.656;32.970;259.400;124.350;57.610;23.630;94.240;8.512;44.310
13:56:52;133.440;113.340;22.500;26.475;50.690;29.890;163.750;16.300;9.703;49.125;33.925;13.428;164.250;67.700;1 355.000;510.200;325.100;74.120;658.600;26.135;9.801;180.750;59.900;31.065;113.320;24.010;48.635;42.155;86.070;132.520;23.925;13.656;32.970;259.400;124.350;57.610;23.630;94.240;8.512;44.310
13:57:02;133.460;113.340;22.500;26.475;50.690;29.890;163.750;16.300;9.703;49.125;33.925;13.428;164.250;67.700;1 355.000;510.200;325.150;74.120;658.600;26.135;9.800;180.750;59.900;31.065;113.320;24.010;48.635;42.155;86.050;132.520;23.925;13.656;32.970;259.400;124.450;57.610;23.630;94.240;8.516;44.310
13:57:13;133.480;113.340;22.500;26.470;50.700;29.890;163.750;16.300;9.703;49.125;33.930;13.428;164.250;67.700;1 355.000;510.300;325.150;74.120;658.700;26.135;9.800;180.750;59.900;31.080;113.320;24.005;48.635;42.155;86.060;132.520;23.930;13.656;32.960;259.400;124.450;57.630;23.630;94.260;8.516;44.310
13:57:23;133.480;113.340;22.500;26.475;50.700;29.890;163.850;16.300;9.705;49.125;33.935;13.428;164.350;67.700;1 355.000;510.300;325.100;74.120;658.800;26.140;9.801;180.750;59.900;31.080;113.320;24.005;48.635;42.165;86.060;132.540;23.930;13.662;32.965;259.400;124.450;57.640;23.630;94.270;8.516;44.310
13:57:34;133.480;113.340;22.500;26.475;50.700;29.900;163.850;16.300;9.706;49.125;33.935;13.428;164.350;67.700;1 355.000;510.400;325.100;74.120;658.800;26.150;9.798;180.750;59.920;31.080;113.320;24.000;48.645;42.170;86.050;132.540;23.930;13.662;32.975;259.400;124.450;57.620;23.630;94.270;8.516;44.320
13:57:44;133.480;113.340;22.500;26.475;50.700;29.900;163.900;16.300;9.706;49.125;33.940;13.428;164.350;67.700;1 355.500;510.500;325.150;74.120;658.800;26.150;9.798;180.750;59.920;31.105;113.320;24.000;48.645;42.180;86.050;132.540;23.930;13.664;32.975;259.400;124.450;57.620;23.620;94.270;8.516;44.320
13:57:55;133.400;113.160;22.480;26.500;50.690;29.920;163.450;16.295;9.697;49.110;33.930;13.426;164.400;67.680;1 356.000;510.300;325.400;74.100;658.400;26.135;9.802;180.700;59.880;31.055;113.300;24.020;48.595;42.145;86.050;132.560;23.920;13.654;32.955;259.100;124.450;57.620;23.630;94.280;8.516;44.310
13:58:05;133.460;113.320;22.490;26.470;50.700;29.900;163.950;16.300;9.706;49.125;33.950;13.434;164.350;67.720;1 355.500;510.500;325.200;74.140;658.700;26.150;9.798;180.750;59.940;31.115;113.320;24.000;48.645;42.180;86.030;132.520;23.935;13.664;32.970;259.400;124.400;57.620;23.630;94.250;8.516;44.340
13:58:16;133.460;113.360;22.490;26.470;50.700;29.900;163.950;16.300;9.706;49.125;33.945;13.438;164.350;67.720;1 355.500;510.500;325.200;74.140;658.700;26.150;9.798;180.750;59.960;31.115;113.340;24.000;48.640;42.180;86.030;132.560;23.935;13.666;32.970;259.400;124.400;57.620;23.630;94.250;8.518;44.340
13:58:26;133.500;113.360;22.520;26.470;50.700;29.900;164.000;16.300;9.708;49.125;33.945;13.438;164.350;67.720;1 355.500;510.700;325.200;74.140;658.800;26.155;9.798;180.750;59.960;31.120;113.360;24.010;48.640;42.205;86.030;132.620;23.935;13.674;32.970;259.400;124.400;57.640;23.630;94.270;8.518;44.340
13:58:37;133.520;113.360;22.520;26.475;50.700;29.900;164.000;16.300;9.708;49.135;33.950;13.436;164.350;67.720;1 355.500;510.700;325.200;74.140;658.900;26.160;9.798;180.750;59.960;31.120;113.340;24.010;48.640;42.205;86.040;132.620;23.935;13.674;32.970;259.400;124.400;57.640;23.630;94.270;8.518;44.340
13:58:47;133.520;113.360;22.510;26.475;50.700;29.900;164.000;16.300;9.707;49.140;33.945;13.436;164.350;67.720;1 355.500;510.700;325.200;74.140;658.900;26.160;9.797;180.750;59.940;31.120;113.340;24.015;48.640;42.195;86.040;132.620;23.930;13.674;32.970;259.400;124.400;57.640;23.630;94.270;8.518;44.340
13:58:58;133.520;113.360;22.510;26.475;50.700;29.900;163.950;16.305;9.707;49.135;33.945;13.436;164.350;67.720;1 355.500;510.700;325.200;74.160;658.900;26.155;9.799;180.750;59.940;31.120;113.340;24.015;48.645;42.195;86.040;132.620;23.930;13.674;32.970;259.400;124.400;57.640;23.640;94.270;8.518;44.340
13:59:08;133.520;113.340;22.510;26.475;50.700;29.900;163.950;16.305;9.707;49.135;33.945;13.438;164.350;67.720;1 355.000;510.600;325.200;74.160;658.700;26.155;9.799;180.750;59.900;31.130;113.340;24.015;48.645;42.195;86.090;132.620;23.930;13.674;32.975;259.400;124.400;57.640;23.640;94.280;8.518;44.340
13:59:19;133.520;113.340;22.510;26.470;50.700;29.900;163.950;16.305;9.706;49.140;33.945;13.436;164.350;67.720;1 355.000;510.600;325.250;74.100;658.700;26.150;9.799;180.750;59.900;31.130;113.340;24.015;48.645;42.190;86.090;132.580;23.930;13.674;32.960;259.400;124.400;57.640;23.640;94.260;8.518;44.340
13:59:29;133.520;113.340;22.510;26.470;50.700;29.900;163.950;16.305;9.706;49.140;33.945;13.434;164.350;67.720;1 355.000;510.600;325.250;74.100;658.800;26.150;9.799;180.750;59.900;31.130;113.340;24.020;48.645;42.195;86.090;132.620;23.930;13.676;32.960;259.400;124.400;57.630;23.640;94.260;8.518;44.340
13:59:40;133.520;113.340;22.510;26.470;50.700;29.900;163.750;16.310;9.707;49.135;33.935;13.434;164.350;67.660;1 355.000;510.600;325.250;74.100;658.700;26.150;9.801;180.750;59.880;31.130;113.320;24.020;48.650;42.195;86.080;132.600;23.935;13.676;32.960;259.400;124.400;57.620;23.640;94.260;8.518;44.340
13:59:50;133.520;113.340;22.510;26.470;50.700;29.900;163.750;16.310;9.707;49.130;33.935;13.434;164.350;67.640;1 354.500;510.600;325.250;74.100;658.700;26.150;9.801;180.750;59.900;31.130;113.320;24.020;48.650;42.195;86.080;132.620;23.930;13.678;32.965;259.400;124.400;57.620;23.640;94.260;8.518;44.340
14:00:01;133.540;113.380;22.510;26.475;50.700;29.900;163.750;16.310;9.708;49.135;33.940;13.434;164.350;67.640;1 354.500;510.600;325.250;74.100;658.800;26.155;9.800;180.750;59.860;31.135;113.320;24.025;48.650;42.200;86.090;132.660;23.935;13.680;32.965;259.400;124.450;57.620;23.640;94.270;8.518;44.340
14:00:11;133.560;113.360;22.510;26.475;50.700;29.900;163.600;16.305;9.707;49.140;33.940;13.438;164.350;67.640;1 354.500;510.600;325.150;74.100;658.800;26.155;9.800;180.750;59.860;31.140;113.320;24.025;48.650;42.200;86.100;132.660;23.935;13.684;32.960;259.400;124.450;57.620;23.640;94.280;8.518;44.340
14:00:22;133.560;113.340;22.510;26.485;50.700;29.900;163.600;16.305;9.707;49.145;33.940;13.438;164.350;67.660;1 354.500;510.600;325.350;74.120;658.800;26.160;9.800;180.750;59.860;31.130;113.320;24.025;48.650;42.200;86.100;132.660;23.935;13.684;32.960;259.500;124.450;57.630;23.640;94.280;8.518;44.330
14:00:32;133.600;113.340;22.510;26.490;50.700;29.900;163.650;16.305;9.707;49.155;33.935;13.436;164.350;67.660;1 353.500;510.600;325.350;74.140;658.800;26.160;9.800;180.750;59.820;31.130;113.320;24.020;48.645;42.210;86.090;132.660;23.935;13.684;32.965;259.500;124.500;57.650;23.640;94.280;8.518;44.320
14:00:43;133.600;113.340;22.510;26.490;50.690;29.900;163.600;16.305;9.706;49.150;33.935;13.434;164.350;67.660;1 353.500;510.600;325.350;74.140;658.800;26.160;9.800;180.750;59.820;31.130;113.320;24.025;48.660;42.210;86.090;132.660;23.935;13.684;32.965;259.500;124.450;57.640;23.640;94.280;8.518;44.320
14:00:53;133.620;113.380;22.510;26.490;50.690;29.900;163.650;16.305;9.706;49.155;33.935;13.434;164.350;67.660;1 354.000;510.700;325.350;74.140;658.900;26.160;9.799;180.750;59.800;31.130;113.320;24.025;48.655;42.210;86.100;132.680;23.935;13.684;32.965;259.400;124.450;57.650;23.640;94.300;8.520;44.320
14:01:04;133.620;113.380;22.510;26.490;50.690;29.900;163.650;16.305;9.707;49.155;33.940;13.434;164.350;67.720;1 354.000;510.700;325.350;74.140;659.000;26.155;9.799;180.700;59.800;31.130;113.320;24.025;48.655;42.215;86.100;132.680;23.935;13.686;32.955;259.400;124.450;57.650;23.640;94.300;8.520;44.320
14:01:14;133.620;113.380;22.510;26.490;50.690;29.900;163.650;16.305;9.707;49.155;33.935;13.434;164.300;67.720;1 354.000;510.700;325.400;74.160;659.000;26.155;9.798;180.750;59.800;31.130;113.320;24.025;48.655;42.180;86.040;132.520;23.930;13.664;32.975;259.400;124.400;57.620;23.620;94.260;8.516;44.320
14:01:25;133.480;113.340;22.490;26.475;50.700;29.900;163.900;16.300;9.706;49.125;33.940;13.434;164.350;67.720;1 355.500;510.500;325.200;74.120;658.800;26.150;9.798;180.750;59.940;31.105;113.320;24.000;48.645;42.215;86.090;132.680;23.935;13.690;32.945;259.400;124.450;57.650;23.640;94.290;8.520;44.320
14:01:35;133.600;113.360;22.500;26.485;50.680;29.910;163.550;16.305;9.705;49.150;33.915;13.434;164.300;67.720;1 354.000;510.700;325.350;74.140;658.900;26.155;9.798;180.750;59.780;31.110;113.320;24.025;48.655;42.205;86.090;132.660;23.935;13.688;32.935;259.400;124.500;57.640;23.630;94.260;8.518;44.310
14:01:46;133.580;113.360;22.500;26.485;50.680;29.900;163.550;16.305;9.704;49.145;33.915;13.434;164.200;67.700;1 353.500;510.600;325.300;74.140;658.600;26.155;9.798;180.750;59.760;31.125;113.320;24.025;48.655;42.200;86.100;132.640;23.935;13.686;32.945;259.400;124.500;57.630;23.630;94.260;8.518;44.300
14:01:56;133.620;113.380;22.510;26.490;50.690;29.910;163.650;16.305;9.706;49.135;33.935;13.434;164.300;67.720;1 354.000;510.700;325.400;74.160;659.000;26.155;9.798;180.750;59.800;31.125;113.320;24.025;48.655;42.215;86.100;132.680;23.935;13.686;32.955;259.400;124.450;57.650;23.640;94.300;8.520;44.320
14:02:07;133.580;113.380;22.500;26.485;50.680;29.900;163.550;16.315;9.704;49.140;33.920;13.438;164.200;67.680;1 353.000;510.600;325.300;74.140;658.600;26.155;9.798;180.750;59.780;31.125;113.320;24.035;48.655;42.200;86.090;132.640;23.935;13.686;32.950;259.500;124.500;57.630;23.630;94.260;8.518;44.300
14:02:17;133.580;113.380;22.500;26.485;50.680;29.900;163.550;16.310;9.704;49.140;33.920;13.438;164.200;67.640;1 353.000;510.600;325.300;74.140;658.700;26.145;9.798;180.750;59.780;31.110;113.320;24.035;48.625;42.200;86.090;132.640;23.935;13.686;32.950;259.500;124.500;57.630;23.630;94.260;8.518;44.300
14:02:28;133.580;113.420;22.500;26.485;50.690;29.900;163.550;16.310;9.708;49.135;33.920;13.438;164.200;67.700;1 353.500;510.900;325.300;74.140;658.700;26.150;9.797;180.750;59.800;31.110;113.300;24.035;48.625;42.200;86.070;132.700;23.940;13.688;32.955;259.700;124.500;57.630;23.630;94.260;8.520;44.320
14:02:38;133.600;113.440;22.500;26.485;50.690;29.900;163.550;16.310;9.709;49.135;33.915;13.436;164.200;67.720;1 353.500;510.900;325.350;74.160;659.200;26.150;9.797;180.750;59.800;31.110;113.340;24.040;48.625;42.200;86.070;132.720;23.945;13.688;32.950;260.100;124.500;57.630;23.630;94.260;8.520;44.320
14:02:49;133.600;113.440;22.500;26.495;50.690;29.910;163.500;16.310;9.709;49.135;33.915;13.436;164.200;67.720;1 354.000;510.800;325.350;74.160;659.200;26.150;9.797;180.750;59.800;31.110;113.340;24.040;48.625;42.205;86.090;132.740;23.945;13.688;32.945;260.000;124.500;57.630;23.630;94.260;8.522;44.310
14:02:59;133.600;113.440;22.500;26.500;50.690;29.910;163.550;16.310;9.709;49.145;33.915;13.436;164.200;67.720;1 354.000;510.800;325.350;74.160;659.200;26.150;9.797;180.700;59.780;31.110;113.360;24.040;48.625;42.205;86.100;132.740;23.955;13.690;32.955;260.000;124.500;57.630;23.630;94.260;8.522;44.310
14:03:10;133.600;113.440;22.500;26.500;50.690;29.910;163.550;16.310;9.709;49.145;33.915;13.436;164.200;67.720;1 354.000;510.900;325.350;74.180;659.200;26.155;9.796;180.700;59.780;31.120;113.360;24.040;48.625;42.210;86.090;132.740;23.955;13.690;32.960;260.000;124.500;57.620;23.630;94.260;8.522;44.310
14:03:20;133.580;113.360;22.500;26.485;50.680;29.900;163.550;16.310;9.704;49.140;33.920;13.438;164.200;67.680;1 353.000;510.600;325.300;74.140;658.600;26.155;9.798;180.750;59.780;31.125;113.320;24.035;48.655;42.200;86.100;132.640;23.935;13.686;32.945;259.500;124.500;57.630;23.630;94.260;8.518;44.300
14:03:31;133.620;113.420;22.500;26.500;50.690;29.910;163.550;16.310;9.708;49.135;33.890;13.442;164.200;67.720;1 354.000;510.800;325.350;74.180;659.200;26.150;9.795;180.650;59.780;31.110;113.340;24.045;48.605;42.200;86.080;132.740;23.945;13.682;32.940;260.000;124.450;57.620;23.630;94.250;8.522;44.330
14:03:42;133.620;113.460;22.510;26.495;50.690;29.910;163.550;16.310;9.708;49.140;33.895;13.448;164.200;67.720;1 354.000;510.800;325.450;74.180;659.200;26.145;9.796;180.650;59.780;31.110;113.340;24.045;48.615;42.210;86.090;132.740;23.945;13.682;32.945;260.000;124.450;57.620;23.630;94.250;8.520;44.330
14:03:52;133.620;113.420;22.500;26.500;50.690;29.910;163.550;16.310;9.708;49.135;33.905;13.440;164.200;67.720;1 354.000;510.800;325.350;74.160;659.200;26.150;9.795;180.700;59.780;31.095;113.360;24.040;48.605;42.210;86.080;132.700;23.950;13.688;32.950;260.000;124.450;57.620;23.630;94.250;8.522;44.330
14:04:03;133.660;113.520;22.510;26.500;50.690;29.910;163.450;16.310;9.712;49.140;33.905;13.444;164.200;67.720;1 354.500;511.000;325.450;74.200;659.100;26.150;9.797;180.650;59.780;31.120;113.380;24.045;48.615;42.200;86.100;132.740;23.950;13.682;32.940;259.900;124.450;57.630;23.640;94.250;8.520;44.330
14:04:13;133.680;113.520;22.510;26.500;50.690;29.910;163.500;16.310;9.712;49.145;33.900;13.444;164.250;67.720;1 354.500;511.000;325.500;74.220;659.200;26.150;9.797;180.750;59.780;31.120;113.380;24.055;48.615;42.200;86.100;132.740;23.950;13.684;32.950;259.900;124.450;57.630;23.640;94.250;8.520;44.330
14:04:24;133.680;113.520;22.510;26.500;50.690;29.910;163.500;16.310;9.712;49.145;33.885;13.444;164.250;67.720;1 354.500;511.000;325.500;74.220;659.200;26.155;9.797;180.750;59.800;31.120;113.380;24.055;48.645;42.200;86.090;132.800;23.950;13.688;32.945;259.900;124.450;57.620;23.640;94.250;8.522;44.330
14:04:34;133.680;113.500;22.510;26.500;50.690;29.910;163.500;16.310;9.710;49.145;33.885;13.442;164.250;67.720;1 354.500;511.000;325.500;74.220;659.200;26.155;9.798;180.750;59.800;31.120;113.380;24.055;48.645;42.200;86.080;132.800;23.950;13.690;32.945;259.900;124.450;57.620;23.640;94.250;8.522;44.330
14:04:45;133.680;113.480;22.510;26.500;50.690;29.910;163.450;16.310;9.710;49.145;33.885;13.442;164.250;67.720;1 354.500;511.000;325.400;74.220;659.200;26.155;9.798;180.750;59.800;31.120;113.380;24.055;48.645;42.200;86.080;132.800;23.960;13.690;32.945;259.900;124.450;57.620;23.640;94.250;8.522;44.330
14:04:55;133.700;113.480;22.520;26.500;50.690;29.910;163.500;16.315;9.710;49.145;33.885;13.442;164.250;67.740;1 354.500;510.900;325.250;74.240;659.100;26.155;9.798;180.750;59.800;31.120;113.380;24.060;48.655;42.220;86.080;132.820;23.955;13.690;32.955;260.300;124.450;57.620;23.640;94.250;8.526;44.330
14:05:06;133.740;113.480;22.520;26.500;50.690;29.910;163.500;16.315;9.710;49.145;33.895;13.440;164.250;67.740;1 354.500;510.800;325.250;74.240;659.100;26.160;9.798;180.750;59.800;31.110;113.380;24.070;48.665;42.220;86.060;132.840;23.955;13.690;32.950;260.300;124.450;57.620;23.640;94.250;8.526;44.330
14:05:16;133.740;113.460;22.520;26.495;50.690;29.910;163.500;16.315;9.710;49.150;33.895;13.438;164.250;67.740;1 354.500;510.800;325.250;74.260;659.100;26.160;9.798;180.750;59.780;31.110;113.380;24.070;48.665;42.220;86.060;132.840;23.955;13.686;32.940;260.300;124.500;57.620;23.640;94.250;8.526;44.330
14:05:27;133.740;113.460;22.530;26.490;50.680;29.910;163.500;16.310;9.708;49.150;33.895;13.436;164.200;67.720;1 354.500;510.800;325.150;74.240;659.000;26.155;9.798;180.750;59.780;31.110;113.360;24.070;48.665;42.205;86.060;132.820;23.955;13.686;32.925;260.200;124.500;57.620;23.630;94.250;8.526;44.330
14:05:37;133.720;113.440;22.530;26.485;50.680;29.910;163.500;16.310;9.708;49.150;33.895;13.436;164.200;67.720;1 354.500;510.800;325.150;74.220;659.000;26.155;9.798;180.750;59.780;31.110;113.360;24.070;48.665;42.205;86.060;132.800;23.955;13.682;32.940;260.200;124.500;57.620;23.630;94.250;8.526;44.330
14:05:48;133.720;113.460;22.530;26.485;50.680;29.910;163.500;16.310;9.709;49.150;33.890;13.436;164.200;67.720;1 354.500;510.800;325.200;74.240;658.900;26.155;9.801;180.750;59.780;31.110;113.360;24.070;48.650;42.205;86.060;132.800;23.955;13.682;32.920;260.200;124.500;57.620;23.630;94.240;8.526;44.330
14:05:58;133.700;113.460;22.530;26.485;50.680;29.910;163.450;16.320;9.709;49.135;33.885;13.436;164.200;67.720;1 354.500;510.800;325.200;74.240;659.000;26.155;9.801;180.650;59.780;31.115;113.360;24.070;48.650;42.205;86.070;132.800;23.955;13.682;32.925;260.200;124.500;57.620;23.630;94.240;8.526;44.320
14:06:09;133.680;113.400;22.530;26.485;50.690;29.910;163.400;16.330;9.709;49.140;33.880;13.428;164.200;67.700;1 354.000;510.400;325.050;74.240;658.700;26.130;9.802;180.650;59.780;31.110;113.280;24.070;48.650;42.225;86.060;132.740;23.955;13.678;32.920;260.200;124.500;57.610;23.630;94.220;8.524;44.320
14:06:19;133.620;113.380;22.520;26.485;50.680;29.910;163.400;16.330;9.709;49.140;33.880;13.428;164.200;67.720;1 354.000;510.400;324.950;74.240;658.600;26.130;9.802;180.650;59.740;31.095;113.280;24.065;48.650;42.190;86.060;132.740;23.955;13.674;32.925;260.200;124.500;57.610;23.630;94.220;8.522;44.320
14:06:29;133.620;113.380;22.530;26.480;50.680;29.910;163.400;16.330;9.707;49.140;33.880;13.424;164.200;67.720;1 354.000;510.400;324.950;74.260;658.500;26.130;9.802;180.550;59.740;31.100;113.280;24.055;48.650;42.190;86.060;132.740;23.955;13.674;32.930;260.200;124.500;57.610;23.630;94.220;8.522;44.320
14:06:40;133.620;113.380;22.530;26.480;50.680;29.910;163.400;16.330;9.707;49.140;33.880;13.418;164.200;67.720;1 354.000;510.400;324.950;74.260;658.500;26.135;9.802;180.550;59.740;31.105;113.280;24.055;48.650;42.180;86.060;132.700;23.950;13.674;32.930;260.300;124.500;57.610;23.630;94.180;8.522;44.320
14:06:51;133.640;113.480;22.510;26.500;50.690;29.910;163.450;16.310;9.709;49.140;33.900;13.448;164.200;67.720;1 354.000;510.900;325.450;74.180;659.200;26.150;9.796;180.650;59.780;31.110;113.360;24.045;48.615;42.200;86.090;132.740;23.945;13.678;32.945;259.900;124.450;57.620;23.640;94.250;8.520;44.330
14:07:01;133.600;113.340;22.530;26.475;50.670;29.910;163.400;16.310;9.707;49.125;33.875;13.416;164.200;67.700;1 353.000;510.300;324.850;74.240;658.400;26.130;9.803;180.500;59.740;31.105;113.260;24.060;48.650;42.180;86.060;132.680;23.950;13.674;32.910;260.200;124.400;57.610;23.630;94.160;8.522;44.310
14:07:12;133.580;113.300;22.530;26.470;50.670;29.910;163.400;16.310;9.705;49.125;33.875;13.414;164.200;67.700;1 353.000;510.300;324.850;74.240;658.400;26.130;9.802;180.500;59.700;31.105;113.200;24.055;48.630;42.155;86.050;132.640;23.955;13.670;32.905;260.200;124.350;57.600;23.610;94.160;8.522;44.300
14:07:22;133.580;113.300;22.530;26.470;50.680;29.910;163.350;16.310;9.708;49.125;33.855;13.406;164.200;67.700;1 353.000;510.300;324.900;74.240;658.400;26.130;9.802;180.450;59.700;31.105;113.200;24.055;48.620;42.155;86.050;132.640;23.955;13.670;32.895;260.200;124.300;57.600;23.610;94.160;8.522;44.300
14:07:33;133.580;113.300;22.530;26.470;50.670;29.910;163.350;16.310;9.708;49.130;33.860;13.406;164.200;67.700;1 353.000;510.300;324.900;74.240;658.400;26.130;9.804;180.450;59.700;31.105;113.200;24.055;48.620;42.150;86.050;132.640;23.950;13.670;32.890;260.200;124.300;57.600;23.610;94.160;8.522;44.300
14:07:43;133.600;113.280;22.530;26.475;50.670;29.910;163.400;16.320;9.708;49.130;33.860;13.410;164.200;67.720;1 353.500;510.300;324.950;74.260;658.400;26.130;9.804;180.450;59.700;31.100;113.200;24.055;48.620;42.150;86.050;132.640;23.950;13.670;32.890;260.400;124.300;57.600;23.620;94.130;8.522;44.300
14:07:54;133.600;113.260;22.540;26.475;50.680;29.910;163.400;16.325;9.708;49.130;33.875;13.414;164.200;67.720;1 353.000;510.400;324.950;74.260;658.600;26.135;9.805;180.450;59.700;31.105;113.200;24.055;48.620;42.150;86.060;132.600;23.950;13.670;32.895;260.500;124.300;57.610;23.620;94.120;8.516;44.300
14:08:05;133.600;113.340;22.530;26.480;50.670;29.910;163.400;16.320;9.707;49.125;33.875;13.416;164.200;67.720;1 353.000;510.300;324.850;74.240;658.300;26.135;9.803;180.500;59.740;31.105;113.260;24.060;48.650;42.180;86.060;132.700;23.950;13.674;32.915;260.200;124.450;57.610;23.630;94.160;8.522;44.310
14:08:15;133.640;113.240;22.540;26.475;50.680;29.900;163.400;16.325;9.706;49.135;33.875;13.412;164.200;67.740;1 353.500;510.400;324.800;74.280;658.800;26.145;9.805;180.450;59.700;31.105;113.200;24.055;48.640;42.150;86.060;132.600;23.950;13.684;32.900;260.400;124.400;57.600;23.620;94.110;8.516;44.300
14:08:25;133.640;113.240;22.530;26.475;50.680;29.900;163.400;16.325;9.706;49.135;33.880;13.412;164.200;67.740;1 353.500;510.400;324.800;74.260;658.800;26.145;9.805;180.450;59.700;31.105;113.200;24.060;48.640;42.150;86.060;132.600;23.950;13.684;32.900;260.400;124.400;57.600;23.620;94.110;8.516;44.300
14:08:36;133.640;113.240;22.530;26.475;50.670;29.900;163.400;16.325;9.706;49.135;33.875;13.412;164.200;67.740;1 353.500;510.500;324.750;74.260;658.700;26.145;9.805;180.450;59.700;31.105;113.200;24.060;48.630;42.155;86.060;132.600;23.950;13.678;32.910;260.500;124.400;57.600;23.620;94.110;8.516;44.290
